"dow","id","acre","utm_x","utm_y","county","county_name","inspect","include_insp","infest","lake_name","accessible","ramp","ramp_per_acre","infest_zm","infest_ss","zm_suit","ss_suit","nLake50","nLake30","nLake20","nLake10","acre20","acre50","acre200","acre500","acre1000","acre2500","acreInf","countypop","d2HWYmeter","boatPerHour","nAccess","dataTraffic","annualTraffic1","annualTraffic2"
"3026900",1478,242,289989,5196153,"3","becker",0,0,0,"five",0,0,0,0,0,1,1,880,319,138,36,0,0,0,1,0,0,0,33734,5020.522923,NA,1,NA,1433.971000368,401.4258
"3035200",1479,242,286565,5216255,"3","becker",0,0,0,"birch",0,0,0,0,0,1,1,722,232,110,45,0,0,0,1,0,0,0,33734,7253.164714,NA,1,NA,1432.665227256,402.85095
"69016300",1480,242,576863,5300419,"69","saint louis",0,0,0,"twin",0,0,0,0,0,1,0,570,225,128,28,0,0,0,1,0,0,0,199980,2731.955551,NA,1,NA,1653.747543408,537.58405
"17000300",1481,241,343581,4867947,"17","cottonwood",0,0,0,"mountain",1,2,0.00829875518672199,0,0,1,1,60,25,16,5,0,0,0,1,0,0,0,11470,1203.39919,NA,2,NA,1735.815162528,812.3123
"27018100",1482,241,446542,4977056,"27","hennepin",0,0,1,"dutch",1,1,0.004149377593361,0,0,1,1,489,205,103,25,0,0,0,1,0,0,0,1232483,5392.36938,NA,1,NA,3309.426139752,1178.9045
"69058000",1483,241,545830,5292047,"69","saint louis",0,0,0,"pike river flowage",0,0,0,0,0,1,0,319,104,21,4,0,0,0,1,0,0,0,199980,13.86259424,NA,1,NA,2529.944609592,598.658
"31021000",1484,240,469731,5228063,"31","itasca",0,0,0,"blackberry",0,0,0,0,0,0,0,700,259,105,19,0,0,0,1,0,0,0,45242,1479.929604,NA,1,NA,1436.66283456,403.00137
"38024500",1485,240,635334,5266538,"38","lake",0,0,0,"balsam",0,0,0,0,0,1,0,551,199,97,29,0,0,0,1,0,0,0,10625,8973.341166,NA,1,NA,1026.772346304,404.52216
"56078000",1486,240,267434,5124903,"56","otter tail",0,0,0,"chautauqua",1,1,0.00416666666666667,0,0,1,1,927,458,246,91,0,0,0,1,0,0,0,58085,1684.469249,NA,1,NA,1792.788955392,555.2521
"38072200",1487,239,602167,5306278,"38","lake",0,0,0,"clear",0,0,0,0,0,1,0,874,372,159,49,0,0,0,1,0,0,0,10625,9595.886027,NA,1,NA,1184.523339,408.03192
"31026600",1488,238,470556,5270993,"31","itasca",0,0,0,"long",0,0,0,0,0,1,0,762,523,304,95,0,0,0,1,0,0,0,45242,12495.07927,NA,1,NA,1609.6520064,321.0883
"34005100",1489,238,358722,5003256,"34","kandiyohi",0,0,0,"wheeler",0,0,0,0,0,1,1,315,128,73,20,0,0,0,1,0,0,0,42495,2414.564526,NA,1,NA,1582.208825784,299.3851
"31024700",1490,237,473398,5260587,"31","itasca",0,0,0,"lower balsam",0,0,0,0,0,1,0,802,500,272,68,0,0,0,1,0,0,0,45242,11402.51166,NA,1,NA,1732.147394208,294.1892
"31053000",1491,237,462756,5300690,"31","itasca",0,0,0,"busties",1,1,0.00421940928270042,0,0,1,0,591,225,92,20,0,0,0,1,0,0,0,45242,1448.116994,NA,1,NA,1548.960270576,470.73193
"42007400",1492,237,255358,4899936,"42","lyon",0,0,0,"west twin",1,2,0.00843881856540084,0,0,1,1,35,17,12,4,0,0,0,1,0,0,0,25699,508.254773,NA,2,NA,1206.237673632,589.91595
"7009700",1493,237,408047,4881728,"7","blue earth",0,0,0,"mills",1,1,0.00421940928270042,0,0,1,1,68,21,8,3,0,0,0,1,0,0,0,66441,197.9823702,NA,1,NA,1631.824243896,851.66345
"29006300",1494,236,367430,5238783,"29","hubbard",0,0,0,"hart",1,1,0.00423728813559322,0,0,1,1,751,232,85,10,0,0,0,1,0,0,0,20718,7512.286641,NA,1,NA,1168.512478944,455.03104
"3048900",1495,236,275757,5182098,"3","becker",0,0,0,"loon",0,0,0,0,0,1,1,864,475,229,73,0,0,0,1,0,0,0,33734,4043.732783,NA,1,NA,1318.907467848,316.51993
"38059600",1496,236,617309,5297102,"38","lake",0,0,0,"quadga",0,0,0,0,0,1,0,1026,446,223,50,0,0,0,1,0,0,0,10625,16495.50141,NA,1,NA,1129.806161784,332.33954
"1020800",1497,235,437950,5142519,"1","aitkin",0,0,0,"sunset",0,0,0,0,0,1,0,644,328,211,93,0,0,0,1,0,0,0,15583,4522.601404,NA,1,NA,1174.039011552,405.37698
"29002500",1498,235,365375,5204149,"29","hubbard",0,0,0,"ninth crow wing",0,0,0,0,0,1,1,783,393,184,50,0,0,0,1,0,0,0,20718,1396.331832,NA,1,NA,1261.590150648,379.0228
"29008800",1499,235,360107,5194273,"29","hubbard",0,0,0,"island",1,1,0.00425531914893617,0,0,1,1,731,327,150,29,0,0,0,1,0,0,0,20718,2050.732296,NA,1,NA,1248.722950728,657.2157
"31077300",1500,235,445848,5277407,"31","itasca",0,0,0,"maple",1,1,0.00425531914893617,0,0,1,0,745,435,234,69,0,0,0,1,0,0,0,45242,2886.830717,NA,1,NA,1529.85842628,403.02905
"31065600",1501,234,454149,5273116,"31","itasca",0,0,0,"big dick",0,0,0,0,0,1,0,779,492,342,119,0,0,0,1,0,0,0,45242,4029.625115,NA,1,NA,1463.270538,267.03583
"1005800",1502,233,481522,5202302,"1","aitkin",0,0,0,"vanduse",1,1,0.00429184549356223,0,0,1,0,402,131,60,12,0,0,0,1,0,0,0,15583,1791.055534,NA,1,NA,1140.682135512,545.3604
"31046300",1503,233,458903,5272301,"31","itasca",0,0,0,"fox",0,0,0,0,0,1,0,780,504,351,143,0,0,0,1,0,0,0,45242,8127.438847,NA,1,NA,1489.441474296,277.98105
"56019500",1504,233,298422,5133163,"56","otter tail",0,0,0,"beauty shore",0,0,0,0,0,1,0,1003,444,188,26,0,0,0,1,0,0,0,58085,4698.122802,NA,1,NA,1783.587562944,358.52643
"31034900",1505,232,466127,5275227,"31","itasca",0,0,0,"antler",1,1,0.00431034482758621,0,0,1,0,745,532,299,115,0,0,0,1,0,0,0,45242,15878.07599,NA,1,NA,1600.80436332,336.7424
"69074300",1506,232,529188,5320557,"69","saint louis",0,0,0,"unnamed",0,0,0,0,0,1,0,326,70,31,12,0,0,0,1,0,0,0,199980,15993.5043,NA,1,NA,1749.968691552,486.6127
"1020000",1507,230,442142,5198936,"1","aitkin",0,0,0,"shovel",0,0,0,0,0,1,0,678,218,81,23,0,0,0,1,0,0,0,15583,3625.326089,NA,1,NA,1060.351424016,386.1651
"11022200",1508,230,395312,5149822,"11","cass",0,0,0,"margaret",0,0,0,0,0,1,0,796,281,132,38,0,0,0,1,0,0,0,28993,4254.813374,NA,1,NA,1732.161696864,345.5753
"16040900",1509,230,668644,5309147,"16","cook",0,0,0,"vern",0,0,0,0,0,NA,NA,1138,661,370,96,0,0,0,1,0,0,0,5286,24719.83951,NA,1,NA,3266.21584872,332.33954
"16045300",1510,230,666239,5294551,"16","cook",0,0,0,"rice",0,0,0,0,0,1,0,1132,464,157,47,0,0,0,1,0,0,0,5286,15985.54457,NA,1,NA,3265.358785128,332.33954
"29017700",1511,230,345704,5210919,"29","hubbard",0,0,0,"rice",0,0,0,0,0,1,1,773,369,209,65,0,0,0,1,0,0,0,20718,5419.7718,NA,1,NA,1111.478079216,373.84918
"31033900",1512,230,473175,5296927,"31","itasca",0,0,0,"pickerel",1,1,0.00434782608695652,0,0,1,0,595,230,109,58,0,0,0,1,0,0,0,45242,747.3702362,NA,1,NA,1472.355531264,528.34863
"69004600",1513,230,583552,5261061,"69","saint louis",0,0,0,"stone",0,0,0,0,0,1,0,374,83,30,12,0,0,0,1,0,0,0,199980,26642.45204,NA,1,NA,1844.6694648,486.6127
"82016800",1514,230,498528,5012369,"82","washington",0,0,1,"mud",0,0,0,0,0,1,1,448,253,135,15,0,0,0,1,0,0,0,253117,59.26319058,NA,1,NA,2851.993452072,758.00543
"11025800",1515,229,397051,5193599,"11","cass",0,0,0,"long",1,1,0.00436681222707424,0,0,1,0,859,434,242,77,0,0,0,1,0,0,0,28993,1655.001239,NA,1,NA,1126.746903552,531.7331
"3063800",1516,229,260014,5190187,"3","becker",0,0,0,"bijou",0,0,0,0,0,1,1,721,314,179,93,0,0,0,1,0,0,0,33734,5424.489865,NA,1,NA,1406.515668048,385.44504
"18016900",1517,228,437714,5165904,"18","crow wing",0,0,0,"stark",1,1,0.0043859649122807,0,0,1,0,765,386,141,26,0,0,0,1,0,0,0,63940,9275.937665,NA,1,NA,1550.08161504,509.46555
"29008500",1518,228,357219,5189046,"29","hubbard",0,0,1,"second crow wing",0,0,0,0,0,1,1,683,274,103,22,0,0,0,1,0,0,0,20718,374.1578261,NA,1,NA,1243.288624968,442.18704
"38040100",1519,228,627989,5317940,"38","lake",0,0,0,"alworth",0,0,0,0,0,1,0,1111,571,313,101,0,0,0,1,0,0,0,10625,36468.80782,NA,1,NA,1125.49693344,332.33954
"38070300",1520,228,603014,5301424,"38","lake",0,0,0,"little gabbro",1,1,0.0043859649122807,0,0,1,0,875,355,163,38,0,0,0,1,0,0,0,10625,8378.76673,NA,1,NA,1003.67434932,520.69086
"6014700",1521,228,230937,5045227,"6","big stone",0,0,0,"north rothwell",0,0,0,0,0,1,0,117,74,51,23,0,0,0,1,0,0,0,5050,259.4646352,NA,1,NA,3402.549374472,409.47366
"69002700",1522,228,587554,5230284,"69","saint louis",0,0,0,"stone",0,0,0,0,0,1,0,210,85,60,28,0,0,0,1,0,0,0,199980,24239.44367,NA,1,NA,1691.583660576,486.6127
"69038100",1523,228,559714,5312852,"69","saint louis",0,0,0,"buck",0,0,0,0,0,1,0,450,210,101,42,0,0,0,1,0,0,0,199980,13266.30917,NA,1,NA,1755.721909296,712.30334
"17005600",1524,227,309670,4880581,"17","cottonwood",0,0,0,"double",1,1,0.00440528634361234,0,0,1,1,46,23,5,2,0,0,0,1,0,0,0,11470,760.8286646,NA,1,NA,1277.922978528,774.3299
"26014000",1525,227,267071,5099195,"26","grant",0,0,0,"elbow",0,0,0,0,0,1,0,799,299,122,15,0,0,0,1,0,0,0,5956,38.63233901,NA,1,NA,3123.722404416,504.99588
"56070100",1526,227,272157,5144372,"56","otter tail",0,0,0,"big stone",0,0,0,0,0,1,1,1023,561,308,99,0,0,0,1,0,0,0,58085,11687.61141,NA,1,NA,1996.077558504,335.41983
"56028900",1527,226,290947,5125537,"56","otter tail",0,0,0,"lundeberg",0,0,0,0,0,1,1,1027,530,283,57,0,0,0,1,0,0,0,58085,14.42550614,NA,1,NA,2459.530566456,498.40518
"71006900",1528,226,446279,5030558,"71","sherburne",0,0,0,"ann",1,1,0.00442477876106195,0,0,1,1,403,157,47,8,0,0,0,1,0,0,0,93528,7810.843107,NA,1,NA,1435.920982536,546.3195
"18023100",1529,225,422103,5178200,"18","crow wing",0,0,0,"butterfield",0,0,0,0,0,1,0,956,385,194,62,0,0,0,1,0,0,0,63940,3659.415003,NA,1,NA,1590.57003972,448.47186
"38079400",1530,225,594190,5332523,"38","lake",0,0,0,"jackfish",0,0,0,0,0,1,0,663,214,91,35,0,0,0,1,0,0,0,10625,23005.38182,NA,1,NA,1092.076378968,388.84082
"82002600",1531,225,510243,5003691,"82","washington",0,0,0,"mud",0,0,0,0,0,1,1,401,249,149,67,0,0,0,1,0,0,0,253117,6402.100863,NA,1,NA,1899.215074224,623.48914
"11006900",1532,224,427018,5195442,"11","cass",0,0,0,"bass",1,1,0.00446428571428571,0,0,0,0,779,335,146,45,0,0,0,1,0,0,0,28993,469.9006216,NA,1,NA,1190.943195936,607.82227
"11036100",1533,224,389168,5187460,"11","cass",0,0,0,"sanborn",1,1,0.00446428571428571,0,0,1,0,854,418,205,64,0,0,0,1,0,0,0,28993,13.29412265,NA,1,NA,1749.331937136,598.3264
"29024100",1534,224,349695,5245534,"29","hubbard",0,0,0,"frontenac",1,1,0.00446428571428571,0,0,1,1,770,261,77,20,0,0,0,1,0,0,0,20718,8957.291216,NA,1,NA,1084.337187456,498.70163
"31063600",1535,224,453653,5257683,"31","itasca",0,0,0,"wolf",0,0,0,0,0,1,0,844,501,310,127,0,0,0,1,0,0,0,45242,249.6249228,NA,1,NA,1565.91090228,339.50946
"46003000",1536,224,381708,4832873,"46","mcleod",0,0,0,"budd",1,2,0.00892857142857143,0,0,1,1,41,33,29,12,0,0,0,1,0,0,0,19829,1019.225483,NA,1,NA,1816.159591416,774.3299
"31071800",1537,223,446828,5242078,"31","itasca",0,0,0,"stevens",0,0,0,0,0,1,1,815,337,148,24,0,0,0,1,0,0,0,45242,2071.305294,NA,1,NA,1430.297507568,311.78842
"34003200",1538,223,359380,4993620,"34","kandiyohi",0,0,0,"carrie",1,1,0.00448430493273543,0,0,1,1,258,108,51,16,0,0,0,1,0,0,0,42495,5727.636773,NA,1,NA,1876.837481688,442.21024
"31027200",1539,222,469254,5268978,"31","itasca",0,0,0,"buckman",0,0,0,0,0,1,0,780,518,322,111,0,0,0,1,0,0,0,45242,15554.22658,NA,1,NA,1590.142685928,277.98105
"31091000",1540,222,405567,5289251,"31","itasca",0,0,0,"shallow pond",0,0,0,0,0,1,1,370,145,62,16,0,0,0,1,0,0,0,45242,10.70572834,NA,1,NA,2239.354352184,376.16754
"49007500",1541,222,391785,5126623,"49","morrison",0,0,0,"mud",0,0,0,0,0,1,1,540,192,127,37,0,0,0,1,0,0,0,32821,4977.909647,NA,1,NA,1499.864338344,362.7886
"73015600",1542,222,379681,5033552,"73","stearns",0,0,0,"becker",0,0,0,0,0,1,1,463,173,114,34,0,0,0,1,0,0,0,155652,12.56949179,NA,1,NA,2470.641574944,689.0518
"21035500",1543,221,289417,5106178,"21","douglas",0,0,0,"ina",0,0,0,0,0,1,0,941,517,246,71,0,0,0,1,0,0,0,37456,2653.638676,NA,1,NA,1350.407848032,311.67218
"38069100",1544,221,604254,5290916,"38","lake",0,0,0,"august",1,1,0.00452488687782805,0,0,1,0,836,293,137,32,0,0,0,1,0,0,0,10625,1053.190974,NA,1,NA,1147.532146536,704.07324
"10001400",1545,220,453500,4965152,"10","carver",0,0,0,"hazeltine",0,0,0,0,0,1,1,424,200,115,38,0,0,0,1,0,0,0,100262,368.8084059,NA,1,NA,1620.804352896,482.26028
"18007200",1546,220,436104,5142343,"18","crow wing",0,0,0,"shirt",0,0,0,0,0,1,0,653,332,220,99,0,0,0,1,0,0,0,63940,2407.803878,NA,1,NA,1406.142103008,394.4705
"21008100",1547,220,314564,5083822,"21","douglas",0,0,0,"winona",1,1,0.00454545454545455,0,0,1,1,704,281,152,48,0,0,0,1,0,0,0,37456,229.3434655,NA,1,NA,1802.22186888,568.5209
"21009400",1548,220,312439,5088941,"21","douglas",0,0,1,"louise",1,1,0.00454545454545455,0,0,1,1,717,342,159,51,0,0,0,1,0,0,0,37456,4777.1191,NA,1,NA,1427.753080872,437.76978
"21026700",1549,220,290042,5079766,"21","douglas",0,0,0,"unnamed",0,0,0,0,0,1,0,740,357,196,61,0,0,0,1,0,0,0,37456,429.0403923,NA,1,NA,1451.519470704,356.64926
"31057100",1550,220,451222,5231221,"31","itasca",0,0,0,"loon",1,1,0.00454545454545455,0,0,1,1,767,277,102,32,0,0,0,1,0,0,0,45242,3394.952498,NA,1,NA,1771.953311352,385.23853
"31067100",1551,220,455191,5268671,"31","itasca",0,0,0,"big island",1,1,0.00454545454545455,0,0,1,1,808,503,362,135,0,0,0,1,0,0,0,45242,3303.656659,NA,1,NA,1471.838416344,376.33853
"4028200",1552,220,346078,5294184,"4","beltrami",0,0,0,"mina",0,0,0,0,0,1,1,380,181,126,42,0,0,0,1,0,0,0,46106,2286.314111,NA,1,NA,1465.676321208,314.55222
"69011100",1553,220,582789,5223083,"69","saint louis",0,0,0,"smith",0,0,0,0,0,1,0,200,93,55,27,0,0,0,1,0,0,0,199980,21464.89628,NA,1,NA,1684.17562596,477.30383
"76016000",1554,220,258197,5026380,"76","swift",0,0,0,"large henry",0,0,0,0,0,1,0,160,71,36,11,0,0,0,1,0,0,0,9419,4540.732459,NA,1,NA,1079.614546992,323.06113
"77003200",1555,220,364191,5079301,"77","todd",0,0,0,"lady",1,1,0.00454545454545455,0,0,1,1,327,122,86,33,0,0,0,1,0,0,0,24233,506.8758523,NA,1,NA,1168.857408768,422.80286
"16026800",1556,219,684676,5314168,"16","cook",0,0,0,"swan",0,0,0,0,0,1,0,942,540,310,111,0,0,0,1,0,0,0,5286,24956.31469,NA,1,NA,3236.837637936,332.33954
"31018300",1557,219,477935,5298609,"31","itasca",0,0,0,"five island",1,1,0.0045662100456621,0,0,1,1,553,180,88,51,0,0,0,1,0,0,0,45242,3152.16625,NA,1,NA,1503.104816952,416.44962
"31042400",1558,219,460968,5262000,"31","itasca",0,0,0,"burnt shanty",1,1,0.0045662100456621,0,0,0,0,830,512,363,136,0,0,0,1,0,0,0,45242,8399.093902,NA,1,NA,1472.198838576,336.6512
"18011200",1559,218,424417,5141210,"18","crow wing",0,0,0,"wolf",0,0,0,0,0,1,0,699,377,222,70,0,0,0,1,0,0,0,63940,4513.438225,NA,1,NA,1409.396266968,377.01154
"26029400",1560,218,256794,5104768,"26","grant",0,0,0,"ash",1,1,0.00458715596330275,0,0,1,0,680,218,53,8,0,0,0,1,0,0,0,5956,1049.275387,NA,1,NA,1682.802934104,683.80566
"29030700",1561,218,343933,5248318,"29","hubbard",0,0,0,"diamond",0,0,0,0,0,1,1,786,245,70,19,0,0,0,1,0,0,0,20718,14945.14325,NA,1,NA,1170.634473192,380.9659
"3048600",1562,218,275530,5184577,"3","becker",0,0,0,"pearl",1,1,0.00458715596330275,0,0,1,1,856,451,219,64,0,0,0,1,0,0,0,33734,3993.392656,NA,1,NA,1349.1546312,423.05997
"61002400",1563,218,326003,5051330,"61","pope",0,0,0,"mccloud",0,0,0,0,0,1,1,489,153,63,11,0,0,0,1,0,0,0,11049,2542.612742,NA,1,NA,1580.661607776,378.42593
"69054600",1564,218,550226,5228350,"69","saint louis",0,0,0,"schubert",0,0,0,0,0,0,0,234,121,63,24,0,0,0,1,0,0,0,199980,10456.52055,NA,1,NA,1680.5399724,413.17606
"75000200",1565,218,284389,5053475,"75","stevens",0,0,0,"cyrus",0,0,0,0,0,1,0,460,172,61,26,0,0,0,1,0,0,0,9693,685.5687406,NA,1,NA,1538.115734496,429.1343
"86018400",1566,218,417066,4989444,"86","wright",0,0,1,"dutch",1,1,0.00458715596330275,0,0,1,0,449,188,66,17,0,0,0,1,0,0,0,132550,225.7624371,NA,1,NA,2029.086708696,908.6303
"3020900",1567,217,300245,5212567,"3","becker",0,0,0,"carman",1,1,0.00460829493087558,0,0,1,1,770,311,142,30,0,0,0,1,0,0,0,33734,13178.22202,NA,1,NA,1405.325070192,462.01273
"3065300",1568,217,257866,5208229,"3","becker",0,0,0,"rustad",0,0,0,0,0,1,1,525,194,89,15,0,0,0,1,0,0,0,33734,5303.22437,NA,1,NA,1400.275651632,354.87653
"56020000",1569,217,303865,5143793,"56","otter tail",0,0,0,"donalds",1,1,0.00460829493087558,0,0,1,0,941,331,82,25,0,0,0,1,0,0,0,58085,435.3363971,NA,1,NA,2066.721484368,595.95166
"38050300",1570,216,622372,5318976,"38","lake",0,0,0,"boot",0,0,0,0,0,0,0,1064,504,261,85,0,0,0,1,0,0,0,10625,30963.78995,NA,1,NA,1123.583220552,332.33954
"76007200",1571,216,312948,5030742,"76","swift",0,0,0,"camp",1,1,0.00462962962962963,0,0,1,1,324,128,84,21,0,0,0,1,0,0,0,9419,6174.792208,NA,1,NA,1042.703328504,443.31317
"86018800",1572,216,418817,4985726,"86","wright",0,0,1,"emma",1,1,0.00462962962962963,0,0,1,1,455,160,53,17,0,0,0,1,0,0,0,132550,4402.89409,NA,1,NA,1388.114530008,642.12085
"18044000",1573,215,423250,5148601,"18","crow wing",0,0,1,"mahnomen, alstead & arco",0,0,0,0,0,1,1,759,420,232,78,0,0,0,1,0,0,0,63940,897.4739782,NA,1,NA,1596.218497344,425.0442
"3035500",1574,215,279795,5177958,"3","becker",0,0,0,"sauer",1,1,0.00465116279069767,0,0,1,1,896,505,247,82,0,0,0,1,0,0,0,33734,52.34196811,NA,1,NA,1828.937032344,636.7867
"33003200",1575,215,471654,5066308,"33","kanabec",0,0,0,"lewis",1,1,0.00465116279069767,0,0,1,1,165,63,25,7,0,0,0,1,0,0,0,15830,2745.241221,NA,1,NA,1164.8607648,671.6139
"69046500",1576,215,555279,5337852,"69","saint louis",0,0,0,"upper pauness",0,0,0,0,0,1,0,396,192,115,26,0,0,0,1,0,0,0,199980,38317.50894,NA,1,NA,1694.920263456,698.67706
"73019900",1577,215,371332,5051207,"73","stearns",0,0,0,"sand",1,1,0.00465116279069767,0,0,1,1,372,172,85,16,0,0,0,1,0,0,0,155652,3877.258183,NA,1,NA,1552.296194208,644.9301
"77014900",1578,215,353146,5073348,"77","todd",0,0,0,"long",0,0,0,0,0,1,1,378,118,82,30,0,0,0,1,0,0,0,24233,1097.418691,NA,1,NA,1128.38400444,182.28009
"11032000",1579,213,386358,5136022,"11","cass",0,0,0,"pillager",1,1,0.00469483568075117,0,0,1,0,544,222,101,29,0,0,0,1,0,0,0,28993,2740.002472,NA,1,NA,1338.933332928,473.05612
"15005400",1580,213,330206,5306981,"15","clearwater",0,0,0,"sandy",0,0,0,0,0,1,1,290,130,87,11,0,0,0,1,0,0,0,8827,138.7451329,NA,1,NA,1299.046305456,360.34885
"15005800",1581,213,325660,5236330,"15","clearwater",0,0,0,"heart",0,0,0,0,0,1,1,766,322,192,42,0,0,0,1,0,0,0,8827,1526.054318,NA,1,NA,1201.270221936,403.83914
"18023900",1582,213,413550,5151108,"18","crow wing",0,0,0,"silver",1,1,0.00469483568075117,0,0,1,0,851,415,217,68,0,0,0,1,0,0,0,63940,8828.673446,NA,1,NA,1381.04478012,425.1046
"18035400",1583,213,409414,5169859,"18","crow wing",0,0,1,"pig",1,1,0.00469483568075117,0,0,1,1,950,406,194,60,0,0,0,1,0,0,0,63940,11056.43322,NA,1,NA,1754.41125756,412.99347
"44012100",1584,213,295067,5251437,"44","marshall",0,0,0,"snetsinger",0,0,0,0,0,1,0,577,192,87,26,0,0,0,1,0,0,0,5465,5967.383858,NA,1,NA,1912.084420824,370.63345
"69091200",1585,213,504221,5270940,"69","saint louis",0,0,0,"dewey",1,1,0.00469483568075117,0,0,0,0,566,125,70,20,0,0,0,1,0,0,0,199980,5355.625693,NA,1,NA,1673.102426808,714.54584
"73008300",1586,213,385067,5033072,"73","stearns",0,0,0,"great northern",0,0,0,0,0,1,1,459,182,126,39,0,0,0,1,0,0,0,155652,341.1145739,NA,1,NA,2027.882859096,581.6431
"73023300",1587,213,367280,5060850,"73","stearns",0,0,0,"kings",1,1,0.00469483568075117,0,0,1,1,328,157,78,18,0,0,0,1,0,0,0,155652,1852.630145,NA,1,NA,1813.16053848,689.6639
"16045600",1588,212,666194,5313231,"16","cook",0,0,0,"north temperance",0,0,0,0,0,1,0,1141,719,405,125,0,0,0,1,0,0,0,5286,31515.74117,NA,1,NA,3262.023119952,332.33954
"26021300",1589,212,261948,5073663,"26","grant",0,0,0,"east niemaki",0,0,0,0,0,1,1,493,110,37,15,0,0,0,1,0,0,0,5956,1370.432616,NA,1,NA,1601.738515152,282.79626
"56025500",1590,212,295147,5116365,"56","otter tail",0,0,0,"hancock",0,0,0,0,0,1,1,988,488,241,77,0,0,0,1,0,0,0,58085,3732.551514,NA,1,NA,1758.997311504,316.54376
"86017700",1591,212,420077,4987907,"86","wright",0,0,0,"yaeger",0,0,0,0,0,1,1,464,178,62,17,0,0,0,1,0,0,0,132550,2002.715677,NA,1,NA,1460.395676376,482.28513
"16035000",1592,211,674337,5323239,"16","cook",0,0,0,"banadad",0,0,0,0,0,1,0,1035,616,358,112,0,0,0,1,0,0,0,5286,37354.89897,NA,1,NA,3260.09943408,332.33954
"31002800",1593,211,493804,5230346,"31","itasca",0,0,0,"beauty",1,1,0.004739336492891,0,0,1,1,532,127,82,41,0,0,0,1,0,0,0,45242,3350.322628,NA,1,NA,1510.826386464,363.90887
"31012400",1594,211,480248,5247985,"31","itasca",0,0,0,"big sucker",1,1,0.004739336492891,0,0,1,1,745,374,142,28,0,0,0,1,0,0,0,45242,5302.203953,NA,1,NA,1561.6395858,367.86423
"51000600",1595,211,301108,4875208,"51","murray",0,0,0,"louisa",0,0,0,0,0,1,1,47,20,12,2,0,0,0,1,0,0,0,8329,3016.674429,NA,1,NA,1242.11634972,328.32172
"6013900",1596,211,232299,5050256,"6","big stone",0,0,0,"lannon",0,0,0,0,0,1,0,128,69,36,17,0,0,0,1,0,0,0,5050,11.44099176,NA,1,NA,6820.630228656,493.59882
"7004300",1597,211,437052,4884812,"7","blue earth",0,0,0,"indian",1,1,0.004739336492891,0,0,1,1,83,43,28,4,0,0,0,1,0,0,0,66441,2640.206823,NA,1,NA,1393.71950508,677.2676
"73027300",1598,211,351812,5064607,"73","stearns",0,0,0,"mccormic",1,1,0.004739336492891,0,0,1,1,419,117,65,16,0,0,0,1,0,0,0,155652,975.7991248,NA,1,NA,1849.710764424,716.59686
"1009100",1599,210,458710,5145486,"1","aitkin",0,0,0,"rabbit",1,1,0.00476190476190476,0,0,1,0,519,182,83,27,0,0,0,1,0,0,0,15583,103.662864,NA,1,NA,2053.395460968,771.2015
"16009000",1600,210,705821,5325423,"16","cook",0,0,0,"crystal",0,0,0,0,0,1,0,586,307,165,65,0,0,0,1,0,0,0,5286,28333.88778,NA,1,NA,3260.09943408,374.3631
"18001600",1601,210,431126,5113749,"18","crow wing",0,0,0,"rock",1,1,0.00476190476190476,0,0,1,0,446,135,66,34,0,0,0,1,0,0,0,63940,8202.711963,NA,1,NA,1681.738024896,462.63022
"56034500",1602,210,293152,5160067,"56","otter tail",0,0,0,"wolf",0,0,0,0,0,1,1,1032,427,201,55,0,0,0,1,0,0,0,58085,193.8601095,NA,1,NA,1987.182513312,412.80032
"6012900",1603,210,231837,5040309,"6","big stone",0,0,0,"eli",0,0,0,0,0,1,0,110,76,61,26,0,0,0,1,0,0,0,5050,16.87682238,NA,1,NA,7094.572303416,493.59882
"69054400",1604,210,545406,5230457,"69","saint louis",0,0,0,"dinham",1,1,0.00476190476190476,0,0,1,0,244,108,69,25,0,0,0,1,0,0,0,199980,5753.300612,NA,1,NA,1626.152390664,658.5037
"10004300",1605,209,444009,4968579,"10","carver",0,0,0,"lundsten",0,0,0,0,0,1,1,428,174,89,35,0,0,0,1,0,0,0,100262,82.47634373,NA,1,NA,2005.764549192,503.8118
"31092300",1606,209,401700,5259698,"31","itasca",0,0,0,"rabbits",0,0,0,0,0,1,1,476,147,70,7,0,0,0,1,0,0,0,45242,13573.10952,NA,1,NA,1611.475592904,239.93834
"61002900",1607,209,328108,5062955,"61","pope",0,0,0,"westport",1,1,0.00478468899521531,0,0,1,0,517,181,49,8,0,0,0,1,0,0,0,11049,15.11089718,NA,1,NA,2465.327142864,781.00616
"69076100",1608,209,527401,5357653,"69","saint louis",0,0,0,"spring",0,0,0,0,0,1,0,229,112,71,28,0,0,0,1,0,0,0,199980,23536.70653,NA,1,NA,1690.345094568,389.98965
"16021500",1609,208,687681,5322594,"16","cook",0,0,0,"swamp",0,0,0,0,0,1,0,882,484,287,104,0,0,0,1,0,0,0,5286,31801.99578,NA,1,NA,3261.653057952,332.33954
"16024100",1610,208,686944,5320905,"16","cook",0,0,0,"horseshoe",0,0,0,0,0,1,0,897,503,296,115,0,0,0,1,0,0,0,5286,29263.41319,NA,1,NA,3254.03853408,332.33954
"21035300",1611,208,288779,5106719,"21","douglas",0,0,0,"anka",0,0,0,0,0,1,1,939,526,248,71,0,0,0,1,0,0,0,37456,2263.449631,NA,1,NA,1400.36413116,312.45773
